City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
267,Verkhoyansk,RU,2021-01-27 02:33:45,67.5447,133.385,-45.67,73,53,2.04
268,Chegdomyn,RU,2021-01-27 02:33:45,51.1167,133.0167,3.16,90,100,3.24
269,Media Luna,CU,2021-01-27 02:33:45,20.1419,-77.435,74.26,83,82,3.98
270,Vestmannaeyjar,IS,2021-01-27 02:33:45,63.4427,-20.2734,33.75,85,100,27.29
271,Oranjemund,NA,2021-01-27 02:33:45,-28.55,16.4333,61.99,90,77,13.44
272,Grajau,BR,2021-01-27 02:33:45,-5.8194,-46.1386,73.33,92,100,4.54
273,Torzhok,RU,2021-01-27 02:33:46,57.0436,34.9622,29.41,98,100,13.02
274,Espanola,US,2021-01-27 02:33:46,35.9911,-106.0806,19.4,73,1,5.75
275,Orsha,BY,2021-01-27 02:33:46,54.5153,30.4053,30.42,98,99,10.38
276,Ambon,ID,2021-01-27 02:33:46,-3.6954,128.1814,86.0,66,40,11.5
277,Sao Gabriel Da Cachoeira,BR,2021-01-27 02:33:47,-0.1303,-67.0892,73.27,96,88,1.83
278,Huarmey,PE,2021-01-27 02:33:48,-10.0681,-78.1522,71.58,75,100,9.37
279,Kurmanayevka,RU,2021-01-27 02:33:48,52.5093,52.0675,20.8,97,100,13.71
280,Acarau,BR,2021-01-27 02:33:48,-2.8856,-40.12,78.85,84,74,11.23
281,Hasaki,JP,2021-01-27 02:33:48,35.7333,140.8333,50.0,93,75,6.91
282,Barcelos,PT,2021-01-27 02:33:49,41.5388,-8.6151,57.2,100,90,4.61
283,Kabankalan,PH,2021-01-27 02:33:49,9.9889,122.8122,83.32,71,100,8.3
284,Zhanaozen,KZ,2021-01-27 02:33:49,43.3,52.8,26.73,82,0,16.04
285,Machinga,MW,2021-01-27 02:33:49,-15.1685,35.3,66.51,94,74,0.36
286,Yakeshi,CN,2021-01-27 02:33:50,49.2833,120.7333,-10.77,88,94,9.13
287,Grahamstown,ZA,2021-01-27 02:33:50,-33.3042,26.5328,66.99,95,100,3.18
288,Ponta Delgada,PT,2021-01-27 02:33:50,37.7333,-25.6667,63.0,94,75,23.02
289,Moche,PE,2021-01-27 02:33:50,-8.1711,-79.0092,71.74,75,100,7.23
290,Ardakan,IR,2021-01-27 02:33:50,32.31,54.0175,33.8,32,0,4.61
291,Kavaratti,IN,2021-01-27 02:33:51,10.5669,72.642,80.47,73,79,15.28
292,Sept-Iles,CA,2021-01-27 02:30:15,50.2001,-66.3821,30.2,69,80,6.91
293,Ambulu,ID,2021-01-27 02:33:51,-8.345,113.6058,82.87,70,96,3.69
