City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Riosucio,NE,5.4216,-75.7032,77.0,65,20,3.44,few clouds
348,Sao Paulo De Olivenca,NE,-3.3783,-68.8725,88.0,57,14,4.23,few clouds
349,Kapit,NE,2.0167,112.9333,75.16,95,100,1.74,overcast clouds
350,Beringovskiy,NE,63.05,179.3167,-15.59,88,100,13.38,overcast clouds
351,Manta,NE,-0.95,-80.7333,77.0,94,90,2.3,moderate rain
352,Macusani,NE,-14.0833,-70.4333,45.84,65,100,5.35,light rain
353,Saint-Augustin,NE,51.226,-58.6502,24.08,92,34,15.32,scattered clouds
354,Ewa Beach,NE,21.3156,-158.0072,71.6,83,40,3.44,scattered clouds
355,Varadero,NE,23.1536,-81.2514,71.6,56,75,9.22,broken clouds
356,Pangnirtung,NE,66.1451,-65.7125,-9.4,77,1,1.7,clear sky
357,Benguela,NE,-12.5763,13.4055,81.93,68,95,10.8,overcast clouds
358,Abu Samrah,NE,35.3029,37.1841,51.01,71,93,7.85,overcast clouds
359,Warri,NE,5.5167,5.75,93.07,45,53,9.89,broken clouds
360,Okato,NE,-39.2,173.8833,51.01,66,0,8.01,clear sky
361,Basar,NE,27.9833,94.6667,50.5,88,95,2.86,overcast clouds
362,Soyo,NE,-6.1349,12.3689,84.2,84,75,6.91,light rain
363,Komsomolskiy,NE,40.4272,71.7189,42.8,28,96,4.61,overcast clouds
364,Bijapur,NE,16.8333,75.7,74.97,33,0,2.3,clear sky
365,Iquira,NE,2.6487,-75.6346,77.61,58,89,3.0,overcast clouds
366,Harper,NE,4.375,-7.7169,83.86,72,60,9.44,light rain
367,Manggar,NE,-2.8833,108.2667,79.84,83,99,11.59,overcast clouds
368,Manicore,NE,-5.8092,-61.3003,80.6,78,20,3.44,few clouds
369,Manokwari,NE,-0.8667,134.0833,79.11,79,100,8.19,overcast clouds
370,Santa Cruz De Tenerife,NE,28.4682,-16.2546,71.01,72,20,12.66,few clouds
371,Plettenberg Bay,NE,-34.0527,23.3716,72.63,62,5,5.59,clear sky
372,Ternate,NE,0.8,127.4,78.17,81,100,10.8,overcast clouds
373,Pochutla,NE,15.7432,-96.4661,84.2,54,40,3.31,scattered clouds
374,Ahipara,NE,-35.1667,173.1667,55.62,77,0,4.63,clear sky
375,Faya,NE,18.3851,42.4509,66.2,55,0,6.91,clear sky
376,Sarangani,NE,5.4033,125.4636,81.55,76,100,25.3,light rain
377,Marzuq,NE,14.4,46.4667,69.71,46,0,7.34,clear sky
378,Ureki,NE,41.9956,41.7786,46.4,81,0,4.61,clear sky
379,Eyl,NE,7.9803,49.8164,74.91,73,0,18.52,clear sky
380,Brainerd,NE,46.358,-94.2008,24.8,74,90,4.61,haze
381,Willowmore,NE,-33.2926,23.4895,84.76,21,0,12.12,clear sky
382,Jacksonville,NE,30.3322,-81.6556,60.01,62,75,9.22,broken clouds
383,Mpophomeni,NE,-29.5682,30.1862,75.99,92,8,4.54,light rain
384,Belaya Gora,NE,68.5333,146.4167,-33.59,84,58,3.87,broken clouds
385,Kirkwall,NE,58.9848,-2.9587,39.2,65,75,9.22,broken clouds
386,Northam,NE,51.0333,-4.2167,48.0,94,100,14.0,overcast clouds
387,Kalachinsk,NE,55.0529,74.5751,7.45,96,98,9.69,overcast clouds
388,Taoudenni,NE,22.6783,-3.9836,87.26,12,0,6.33,clear sky
389,Cayenne,NE,4.9333,-52.3333,77.0,100,75,4.61,broken clouds
390,Dzilam Gonzalez,NE,21.2833,-88.9333,73.22,57,44,7.16,scattered clouds
391,Ulety,NE,51.3572,112.4849,-13.67,87,100,2.21,overcast clouds
392,Vostok,NE,46.4856,135.8833,-17.45,89,100,3.04,light snow
393,Gilbues,NE,-9.8317,-45.3439,92.14,35,0,9.15,clear sky
394,Valday,NE,57.9747,33.2525,24.42,98,100,7.34,overcast clouds
395,Kansanshi,NE,-12.0951,26.4273,75.56,76,100,2.21,light rain
396,Chopinzinho,NE,-25.8558,-52.5233,66.22,99,100,5.57,overcast clouds
397,Pathein,NE,16.7833,94.7333,72.63,60,8,5.08,clear sky
398,Praia,NE,14.9215,-23.5087,80.6,47,0,20.71,clear sky
399,Linares,NE,-35.85,-71.6,60.94,94,100,4.27,overcast clouds
400,Altar,NE,30.7,-111.8167,45.0,82,0,2.75,clear sky
401,San Buenaventura,NE,27.0833,-101.5333,69.01,55,40,4.61,scattered clouds
402,Drumheller,NE,51.4617,-112.7101,5.0,85,0,2.3,clear sky
403,Provideniya,NE,64.3833,-173.3,-10.93,83,61,3.71,broken clouds
404,Zyryanka,NE,65.75,150.85,-31.05,83,100,12.06,overcast clouds
405,Bikaner,NE,28.0167,73.3,54.28,44,0,2.51,clear sky
406,Saint-Joseph,NE,-21.3667,55.6167,84.2,61,0,10.36,light rain
407,Zaraza,NE,9.3503,-65.3245,87.12,46,0,6.49,clear sky
408,Jian,NE,27.1172,114.9793,50.68,65,96,4.72,overcast clouds
409,Qinzhou,NE,21.95,108.6167,64.36,75,14,7.67,few clouds
410,San Pedro,NE,14.35,121.0167,75.2,64,20,6.91,few clouds
411,Ruiz,NE,21.95,-105.15,51.8,87,1,1.77,clear sky
412,Strezhevoy,NE,60.7333,77.5889,-23.8,62,0,13.42,clear sky
413,Phanat Nikhom,NE,13.4458,101.1844,84.0,60,87,5.84,light rain
414,Sao Borja,NE,-28.6606,-56.0044,87.6,63,39,9.55,scattered clouds
415,Bertoua,NE,4.5833,13.6833,97.54,16,72,3.76,broken clouds
416,Folldal,NE,62.1325,9.9968,11.07,88,0,4.38,clear sky
417,Aras,NE,42.5617,-2.356,46.99,86,36,5.01,scattered clouds
418,Hervey Bay,NE,-25.2986,152.8535,73.0,81,4,4.0,clear sky
419,Salinas,NE,36.6777,-121.6555,46.4,81,90,13.8,overcast clouds
420,Luderitz,NE,-26.6481,15.1594,76.3,46,0,28.14,clear sky
421,Ayan,NE,56.45,138.1667,-3.69,83,100,2.95,overcast clouds
422,Gladstone,NE,-23.85,151.25,77.0,73,33,6.91,light rain
423,Yacuiba,NE,-22.038,-63.6797,93.02,41,0,5.21,clear sky
424,Zlobin,NE,45.2924,14.6541,50.0,76,20,8.05,few clouds
425,Zhigansk,NE,66.7697,123.3711,-46.16,76,100,5.61,overcast clouds
426,Port Lincoln,NE,-34.7333,135.8667,60.53,78,16,14.18,few clouds
427,Millville,NE,39.4021,-75.0393,30.0,79,1,10.36,clear sky
428,Yaan,NE,7.3833,8.5667,100.35,8,1,7.47,clear sky
429,Punta Alta,NE,-38.8759,-62.0736,70.88,32,100,18.43,overcast clouds
430,Green Valley,NE,31.8543,-110.9937,43.0,87,1,4.61,clear sky
431,Asfi,NE,32.2994,-9.2372,63.61,75,16,13.87,few clouds
432,Svetlyy,NE,54.675,20.1347,32.0,74,75,13.42,broken clouds
433,Port Hedland,NE,-20.3167,118.5667,82.4,69,40,10.36,scattered clouds
434,Cortez,NE,37.3489,-108.5859,30.2,74,90,3.44,overcast clouds
435,Solnechnyy,NE,50.7214,136.6319,-6.29,89,100,1.74,overcast clouds
436,Lockhart,NE,28.6194,-81.4426,64.99,55,1,5.75,clear sky
437,Batagay-Alyta,NE,67.8006,130.4114,-33.59,81,99,1.86,overcast clouds
438,Tomatlan,NE,19.9333,-105.25,78.03,38,0,2.59,clear sky
439,Tingo Maria,NE,-9.2895,-76.0088,71.6,88,90,0.89,overcast clouds
440,West Wendover,NE,40.7391,-114.0733,33.8,55,75,4.61,broken clouds
441,Cockburn Town,NE,21.4612,-71.1419,72.18,66,27,17.85,scattered clouds
442,Bonavista,NE,48.6499,-53.1147,30.0,86,97,8.05,overcast clouds
443,Russell,NE,32.3502,-85.1999,44.01,70,90,5.66,overcast clouds
444,Ixtapa,NE,20.7,-105.2,66.2,82,1,2.37,clear sky
445,Amga,NE,60.8953,131.9608,-38.72,79,100,0.81,overcast clouds
446,Karratha,NE,-20.7377,116.8463,82.44,64,98,10.85,overcast clouds
447,Nago,NE,26.5881,127.9761,59.0,81,1,6.91,clear sky
448,Itsukaichi,NE,35.7253,139.2178,30.2,59,1,5.41,clear sky
449,Moyale,NE,3.5167,39.0584,85.69,14,18,14.36,few clouds
450,Maloy,NE,61.9353,5.1136,32.0,93,75,4.61,snow
451,Lagoa,NE,39.05,-27.9833,62.51,89,4,22.53,clear sky
452,Ugoofaaru,NE,5.6667,73.0,81.55,68,96,8.95,overcast clouds
453,Canto Do Buriti,NE,-8.11,-42.9444,86.54,56,90,8.52,overcast clouds
454,Manadhoo,NE,5.7667,73.3833,81.41,67,99,7.65,overcast clouds
455,Bantry,NE,51.6833,-9.45,44.6,87,90,10.36,overcast clouds
456,Jerantut,NE,3.936,102.3626,71.31,80,90,0.96,overcast clouds
457,Sitka,NE,57.0531,-135.33,39.2,60,90,9.22,light snow
458,Middelkerke,NE,51.1558,2.8418,35.6,87,75,18.41,light rain
459,Belawan,NE,3.7755,98.6832,77.0,100,40,3.44,scattered clouds
460,Kincardine,NE,56.0667,-3.7167,39.99,87,75,11.5,broken clouds
461,Mujiayingzi,NE,42.1167,118.7833,8.04,90,31,3.87,scattered clouds
462,Wuwei,NE,37.9281,102.6414,25.9,66,31,5.06,scattered clouds
463,Nemuro,NE,43.3236,145.575,23.4,92,100,16.71,overcast clouds
464,Homer,NE,59.6425,-151.5483,27.0,86,20,3.67,few clouds
465,Balkhash,NE,46.844,74.9804,18.86,91,100,12.26,overcast clouds
466,Immokalee,NE,26.4187,-81.4173,69.8,60,1,8.05,clear sky
467,Coquimbo,NE,-29.9533,-71.3436,66.2,77,40,9.22,scattered clouds
468,Hofn,NE,64.2539,-15.2082,25.27,87,92,23.49,overcast clouds
469,Olafsvik,NE,64.8945,-23.7142,24.53,92,61,21.47,broken clouds
470,Boende,NE,-0.2167,20.8667,71.64,97,100,4.41,very heavy rain
471,Sakakah,NE,29.9697,40.2064,57.2,28,0,4.61,clear sky
472,Manoel Urbano,NE,-8.8389,-69.2597,87.22,58,47,2.66,scattered clouds
473,Rantepao,NE,-2.9701,119.8978,69.33,88,100,0.94,overcast clouds
474,Leningradskiy,NE,69.3833,178.4167,-25.28,84,86,2.53,overcast clouds
475,Ovsyanka,NE,55.9575,92.5519,-25.6,75,0,1.97,clear sky
476,Gezing,NE,47.9178,13.1299,48.2,57,75,9.22,light rain
477,Margate,NE,51.3813,1.3862,39.99,90,100,5.99,overcast clouds
478,Stirion,NE,38.4,22.7167,64.0,51,0,1.99,clear sky
479,Salamanca,NE,40.8333,-6.0,48.0,85,100,21.99,overcast clouds
480,Uinskoye,NE,56.8817,56.5813,25.07,98,100,6.76,overcast clouds
481,Makakilo City,NE,21.3469,-158.0858,71.6,83,40,3.44,scattered clouds
482,Abengourou,NE,6.7297,-3.4964,92.73,41,82,4.14,broken clouds
483,Makat,NE,47.6469,53.3463,28.58,97,94,8.52,overcast clouds
484,Seymchan,NE,62.8833,152.4333,-25.53,83,100,7.05,overcast clouds
485,Myre,NE,69.1036,15.9492,23.0,73,58,8.05,broken clouds
486,San Quintin,NE,30.4833,-115.95,52.9,69,5,4.72,clear sky
487,Sao Filipe,NE,14.8961,-24.4956,78.1,51,100,12.17,overcast clouds
488,Dunda,NE,-8.1167,34.25,74.12,81,99,4.54,light rain
489,Cikupa,NE,-6.2364,106.5083,77.0,88,75,2.3,haze
490,Nola,NE,40.922,14.5329,61.0,63,49,6.35,scattered clouds
491,Muisne,NE,0.6,-80.0333,77.0,100,90,3.44,light rain
492,Zhoukou,NE,33.6333,114.6333,46.02,52,45,5.44,scattered clouds
493,Portland,NE,45.5234,-122.6762,44.01,81,90,13.8,overcast clouds
494,Qaqortoq,NE,60.7167,-46.0333,39.2,33,90,31.07,overcast clouds
495,College,NE,64.8569,-147.8028,-7.6,71,75,1.7,light snow
496,Olinda,NE,-8.0089,-34.8553,84.2,61,40,11.5,scattered clouds
497,La Ciotat,NE,43.1748,5.6045,51.01,87,100,8.99,overcast clouds
498,Atherton,NE,53.5237,-2.4935,42.01,62,100,8.99,overcast clouds
499,Zholymbet,NE,51.7433,71.7122,18.19,88,100,6.29,overcast clouds
500,Utete,NE,-7.986,38.758,82.44,85,89,4.83,light rain
501,Rio Branco,NE,-9.9747,-67.81,80.6,83,75,2.3,light rain
502,Port Macquarie,NE,-31.4333,152.9167,71.01,99,36,10.25,scattered clouds
503,Caruray,NE,10.3094,119.0128,80.6,69,20,13.8,few clouds
504,Slavutych,NE,51.5196,30.7343,26.17,98,100,5.75,light snow
505,Liwale,NE,-9.7667,37.9333,80.13,79,77,4.97,broken clouds
506,Sile,NE,41.1754,29.6133,53.01,76,75,11.5,broken clouds
507,Khorixas,NE,-20.3667,14.9667,86.83,35,66,13.56,light rain
508,Qui Nhon,NE,13.7667,109.2333,72.23,86,47,9.64,scattered clouds
509,Tari,NE,12.4086,4.4914,95.16,10,24,10.58,few clouds
510,Matagami,NE,49.7502,-77.6328,-4.0,84,90,9.22,light snow
511,Amethi,NE,26.15,81.8167,53.92,44,0,5.28,clear sky
512,Igarka,NE,67.4667,86.5833,-34.19,76,0,4.63,clear sky
513,Otjimbingwe,NE,-22.35,16.1333,95.74,17,38,12.33,scattered clouds
514,Boa Vista,NE,2.8197,-60.6733,87.8,51,40,19.57,scattered clouds
515,Maneadero,NE,31.7167,-116.5667,50.0,93,34,3.0,scattered clouds
516,Doaba,NE,33.4244,70.7364,47.8,47,0,0.49,clear sky
517,Shalakusha,NE,62.2247,40.2539,18.55,97,100,7.0,overcast clouds
518,Kencong,NE,-8.2833,113.3667,75.94,87,100,2.48,moderate rain
519,Flin Flon,NE,54.7682,-101.865,10.4,92,90,3.44,light snow
520,Satellite Beach,NE,28.1761,-80.5901,66.99,52,1,6.91,clear sky
521,Nortelandia,NE,-14.4547,-56.8028,90.43,54,63,2.77,broken clouds
522,Manbij,NE,36.5281,37.9549,41.0,93,75,6.91,broken clouds
523,Kjollefjord,NE,70.9457,27.3465,26.24,96,100,20.0,light snow
524,Akureyri,NE,65.6835,-18.0878,21.2,68,75,9.22,broken clouds
525,Aksay,NE,47.26,39.87,44.01,81,40,6.71,scattered clouds
526,Hawkesbury,NE,45.6001,-74.616,6.8,61,90,3.44,overcast clouds
527,Talaya,NE,61.3833,152.75,-27.94,82,100,6.93,overcast clouds
528,Hurghada,NE,27.2574,33.8129,68.0,34,0,3.44,clear sky
529,Marawi,NE,7.9986,124.2928,67.28,94,99,2.17,overcast clouds
530,Ponta Delgada,NE,37.7333,-25.6667,62.6,94,75,17.27,broken clouds
531,Korla,NE,41.7597,86.1469,26.26,79,0,6.62,clear sky
532,Lata,NE,40.1629,-8.3327,59.0,84,85,3.0,overcast clouds
533,Gwanda,NE,-20.9333,29.0,82.35,59,91,7.74,light rain
534,Tyrma,NE,50.0833,132.1667,-24.34,84,15,3.18,few clouds
535,Tsagan Aman,NE,47.5639,46.7218,39.99,86,68,8.08,broken clouds
536,Evora,NE,38.5667,-7.9,60.8,55,40,19.57,scattered clouds
537,Pringsewu,NE,-5.3582,104.9744,73.96,92,100,3.29,overcast clouds
538,Alabaster,NE,33.2443,-86.8164,46.99,65,90,4.61,overcast clouds
539,Havoysund,NE,70.9963,24.6622,26.6,80,75,18.41,light snow
540,Agadez,NE,19.75,10.25,75.63,17,0,1.81,clear sky
541,Goure,NE,13.9835,10.2704,82.99,10,10,8.01,clear sky
542,Skibbereen,NE,51.55,-9.2667,42.8,93,75,17.27,broken clouds
543,Kralendijk,NE,12.15,-68.2667,84.2,61,40,14.97,scattered clouds
544,Hue,NE,16.4667,107.6,69.8,94,75,2.3,broken clouds
545,Zalantun,NE,48.0,122.7167,-14.71,84,57,1.92,broken clouds
546,Vondrozo,NE,-22.8167,47.2833,75.43,90,10,6.33,light rain
547,Gawler,NE,-34.6,138.7333,60.01,78,25,5.12,scattered clouds
548,Bereda,NE,43.2686,-7.5406,48.0,91,91,11.99,overcast clouds
549,Omaruru,NE,-21.4333,15.9333,89.02,27,94,4.59,overcast clouds
550,Palizada,NE,18.25,-92.0833,75.2,69,20,13.8,few clouds
551,Esil,NE,51.9556,66.4042,19.17,94,100,10.89,overcast clouds
552,Nipawin,NE,53.3668,-104.0009,10.4,92,90,5.75,light snow
553,Arkhara,NE,49.4212,130.0842,-31.22,83,0,3.51,clear sky
554,Shimoda,NE,34.6667,138.95,35.01,74,0,1.01,clear sky
555,Potosi,NE,-19.5836,-65.7531,55.4,38,0,4.25,clear sky
556,Hasaki,NE,35.7333,140.8333,28.4,74,20,3.44,few clouds
557,Megion,NE,61.0296,76.1136,-23.8,62,0,13.42,clear sky
558,San Felipe,NE,10.3399,-68.7425,78.64,65,24,6.22,few clouds
559,Kurmanayevka,NE,52.5093,52.0675,21.51,96,57,10.83,broken clouds
560,Avanigadda,NE,16.0215,80.9181,77.0,73,40,3.44,haze
561,Harboore,NE,56.6175,8.1807,35.01,82,65,15.01,broken clouds
562,Bouna,NE,9.2667,-3.0,100.06,8,0,6.42,clear sky
563,Noyabrsk,NE,63.1994,75.4507,-26.41,83,100,14.27,overcast clouds
564,Khandbari,NE,27.3747,87.2039,47.52,51,1,2.86,clear sky
565,Turukhansk,NE,65.8167,87.9833,-30.69,76,0,5.3,clear sky
566,Tual,NE,-5.6667,132.75,83.5,73,100,9.62,overcast clouds
567,Manama,NE,26.2154,50.5832,68.0,68,0,21.85,clear sky
568,Alofi,NE,-19.0595,-169.9187,75.2,100,100,5.75,moderate rain
569,Latung,NE,5.5,120.8833,81.64,77,96,7.54,overcast clouds
570,Ancud,NE,-41.8697,-73.8203,60.8,55,0,10.36,clear sky
571,Oktyabrskoye,NE,43.0645,44.7417,39.2,87,75,6.71,broken clouds
572,Kerema,NE,-7.9631,145.7785,77.4,84,100,3.56,overcast clouds
573,Svetlaya,NE,46.5389,138.3297,0.95,84,100,13.15,overcast clouds
574,Hoshcha,NE,50.6003,26.6744,24.8,93,90,8.95,heavy snow
575,Garissa,NE,-0.4536,39.6401,91.71,25,0,7.81,clear sky
576,Gimli,NE,50.6336,-96.9907,21.2,86,100,2.3,overcast clouds
577,Le Moule,NE,16.3332,-61.3473,82.4,61,40,9.22,scattered clouds
578,Mastung,NE,29.7994,66.845,50.85,38,0,2.89,clear sky
579,Katobu,NE,-4.9408,122.5276,75.65,92,100,3.74,moderate rain
580,Djambala,NE,-2.5447,14.7533,67.15,98,100,4.9,light rain
581,Henties Bay,NE,-22.116,14.2845,71.01,79,34,4.0,scattered clouds
582,Bac Lieu,NE,9.285,105.7244,76.33,78,99,13.44,overcast clouds
583,Saravan,NE,39.7196,45.6483,35.6,87,75,6.91,broken clouds
584,Senj,NE,44.9894,14.9058,50.0,76,20,8.05,few clouds
585,Gambela,NE,8.25,34.5833,86.29,30,39,1.3,scattered clouds
586,Dongsheng,NE,39.8161,109.9776,22.01,77,0,14.88,clear sky
587,Abancay,NE,-13.6339,-72.8814,51.8,71,20,10.36,few clouds
588,Aberdeen,NE,57.1437,-2.0981,37.4,81,18,5.75,few clouds
589,Ararat,NE,39.8317,44.7049,32.0,93,50,1.14,mist
590,Dwarahat,NE,29.7833,79.4333,38.82,67,0,2.53,clear sky
591,Baracoa,NE,20.3467,-74.4958,73.2,70,69,13.98,broken clouds
592,Matara,NE,5.9485,80.5353,77.85,84,100,2.53,overcast clouds
593,Ikwiriri,NE,-7.9562,38.9716,81.64,84,69,6.35,light rain
594,Nava,NE,28.4167,-100.7667,60.8,88,90,11.5,overcast clouds
595,La Ronge,NE,55.1001,-105.2842,8.6,85,65,1.14,broken clouds
596,Rabat,NE,33.9911,-6.8401,62.01,82,90,6.91,overcast clouds
597,Richards Bay,NE,-28.783,32.0377,83.19,68,77,6.93,broken clouds
598,Rabo De Peixe,NE,37.8,-25.5833,62.6,94,75,17.27,broken clouds
599,Okhotsk,NE,59.3833,143.3,-12.06,79,0,14.67,clear sky
600,Abatskoye,NE,56.2875,70.4555,14.77,94,100,11.65,overcast clouds
601,Nuuk,NE,64.1835,-51.7216,23.0,74,20,4.61,few clouds
602,Taywarah,NE,33.35,64.4167,31.77,80,67,3.51,broken clouds
603,Luanda,NE,-8.8368,13.2343,87.8,55,40,13.8,scattered clouds
604,Tres Arroyos,NE,-38.3739,-60.2798,69.01,34,100,13.82,overcast clouds
605,Maidens,NE,55.3338,-4.8147,41.0,65,20,12.66,few clouds
606,Plerin,NE,48.5425,-2.7798,52.0,87,90,9.22,overcast clouds
607,Nizwa,NE,22.9333,57.5333,62.92,39,0,0.76,clear sky
608,Ashford,NE,51.1459,0.8728,42.01,90,100,5.01,overcast clouds
609,La Asuncion,NE,11.0333,-63.8628,79.95,72,89,11.18,overcast clouds
610,Dunedin,NE,-45.8742,170.5036,54.0,82,31,8.01,scattered clouds
611,Bako,NE,5.7833,36.5667,73.54,47,16,2.19,few clouds
612,Sayyan,NE,15.1718,44.3244,57.18,37,16,4.74,few clouds
613,Rumford,NE,44.5537,-70.5509,12.0,57,92,4.0,overcast clouds
614,Bulgan,NE,48.8125,103.5347,11.3,87,21,9.75,few clouds
615,Hukuntsi,NE,-24.0,21.75,87.82,34,63,6.22,broken clouds
616,Kashi,NE,39.4547,75.9797,26.6,54,0,4.47,clear sky
617,San Ignacio,NE,17.1561,-89.0714,73.99,78,0,5.41,clear sky
618,Omsukchan,NE,62.5333,155.8,-31.7,80,100,7.2,overcast clouds
619,Yuci,NE,37.6803,112.7319,30.2,34,0,2.24,clear sky
620,Minab,NE,27.1467,57.0801,71.6,68,40,6.91,scattered clouds
621,Pitimbu,NE,-7.4706,-34.8086,87.8,51,20,16.11,few clouds
622,Changping,NE,40.2186,116.2197,28.0,63,0,4.47,clear sky
623,Mapiri,NE,-15.25,-68.1667,86.11,53,60,1.97,broken clouds
624,Xining,NE,36.6167,101.7667,16.77,74,83,1.81,broken clouds
625,Tukrah,NE,32.5341,20.5791,62.67,83,0,13.71,clear sky
626,Witu,NE,-2.3889,40.4382,82.4,69,1,13.8,clear sky
627,Sobolevo,NE,54.4299,31.8996,21.97,97,100,11.92,light snow
628,Komatipoort,NE,-25.4332,31.9548,87.01,66,1,5.7,clear sky
629,Kalmunai,NE,7.4167,81.8167,77.94,84,83,6.73,broken clouds
630,Ertil,NE,51.8406,40.8056,22.78,97,96,8.5,overcast clouds
631,Vangaindrano,NE,-23.35,47.6,80.2,80,0,9.44,clear sky
632,Tooele,NE,40.5308,-112.2983,35.01,93,1,5.75,clear sky
633,North Bend,NE,43.4065,-124.2243,45.0,99,100,1.99,overcast clouds
634,Yatou,NE,37.15,122.3833,37.58,79,85,9.08,overcast clouds
635,Plouzane,NE,48.3833,-4.6167,51.8,93,90,19.57,light rain
636,Sept-Iles,NE,50.2001,-66.3821,10.99,52,40,6.91,scattered clouds
637,Rocha,NE,-34.4833,-54.3333,88.3,31,74,14.29,broken clouds
638,Honningsvag,NE,70.9821,25.9704,28.11,96,100,21.7,light snow
639,Ulundi,NE,-28.3352,31.4162,76.12,86,86,3.91,light rain
640,Bukachacha,NE,52.9833,116.9167,-21.05,84,100,1.3,overcast clouds
641,Gravdal,NE,68.1214,13.5031,26.64,88,1,6.62,clear sky
642,Gobabis,NE,-22.45,18.9667,86.76,26,72,7.23,broken clouds
643,Semme,NE,46.1963,1.5007,48.99,87,90,14.97,overcast clouds
644,Iturama,NE,-19.7281,-50.1956,90.21,47,14,2.13,few clouds
645,San Jeronimo,NE,-11.9472,-75.2829,57.69,56,77,0.74,broken clouds
646,Monte Gordo,NE,37.1819,-7.4523,66.99,52,20,17.27,few clouds
647,Abu Dhabi,NE,24.4667,54.3667,75.2,50,0,5.75,clear sky
648,Kimbe,NE,-5.5502,150.1429,77.95,87,91,3.8,overcast clouds
649,Laguna,NE,38.421,-121.4238,43.0,81,90,3.2,overcast clouds
650,Dzhebariki-Khaya,NE,62.2167,135.8,-50.17,75,69,1.16,broken clouds
651,Kindu,NE,-2.95,25.95,82.87,65,100,1.25,overcast clouds
652,Bronnoysund,NE,65.4625,12.1997,28.4,74,20,2.3,few clouds
653,Fredericton,NE,45.9454,-66.6656,12.2,52,1,9.22,clear sky
654,Touros,NE,-5.1989,-35.4608,84.2,74,40,18.41,scattered clouds
655,Linjiang,NE,41.8069,126.9078,0.82,86,0,1.36,clear sky
656,Mersing,NE,2.4312,103.8405,78.8,78,86,11.5,overcast clouds
657,Manaure,NE,11.7751,-72.4445,84.06,52,15,19.46,few clouds
658,Alakurtti,NE,66.9672,30.3491,12.99,88,100,1.99,light snow
659,Kopayhorod,NE,48.8592,27.7969,30.99,87,53,5.84,broken clouds
660,Puerto Escondido,NE,15.85,-97.0667,78.8,83,1,8.05,clear sky
661,Ratnagiri,NE,16.9833,73.3,77.61,62,0,9.08,clear sky
662,Bilibino,NE,68.0546,166.4372,-26.68,80,2,4.97,clear sky
663,Antofagasta,NE,-23.65,-70.4,73.99,64,20,12.66,few clouds
664,Iroquois Falls,NE,48.7669,-80.6831,-2.2,78,90,2.3,light snow
665,Artsyz,NE,45.9919,29.4182,36.57,97,100,5.97,overcast clouds
666,Shelton,NE,41.3165,-73.0932,19.99,45,1,12.66,clear sky
667,Mandiana,NE,10.6333,-8.6833,98.64,9,0,6.82,clear sky
668,Tanete,NE,-3.9443,119.7848,77.58,83,100,5.12,overcast clouds
669,Zhezkazgan,NE,47.8043,67.7144,19.83,95,100,9.62,overcast clouds
670,Barkhan,NE,29.8977,69.5256,52.12,35,1,3.27,clear sky
671,Deputatskiy,NE,69.3,139.9,-32.35,86,98,1.95,overcast clouds
672,Sorland,NE,67.667,12.6934,30.96,91,13,8.68,light snow
673,Mao,NE,39.8885,4.2658,62.6,59,20,13.8,few clouds
674,Gizo,NE,-8.103,156.8419,83.73,78,64,18.9,broken clouds
675,Westport,NE,41.1415,-73.3579,19.99,45,1,12.66,clear sky
676,Dali,NE,25.7,100.1833,44.69,74,1,5.41,clear sky
677,Kathmandu,NE,27.7167,85.3167,48.2,57,20,3.44,few clouds
678,Manzhouli,NE,49.6,117.4333,-17.72,87,100,4.27,overcast clouds
679,Ampanihy,NE,-24.7,44.75,79.32,80,79,3.83,light rain
680,Dangriga,NE,16.9692,-88.2321,73.99,88,75,12.59,broken clouds
681,Adrasmon,NE,40.6472,69.9856,42.8,42,40,11.18,scattered clouds
682,Magadi,NE,12.9667,77.2333,77.0,60,55,8.05,broken clouds
683,Motema,NE,8.6,-11.0333,96.96,15,0,4.83,clear sky
684,Ayna,NE,-12.65,-73.9167,64.4,52,75,8.05,broken clouds
685,Gombe,NE,10.2897,11.1673,87.8,15,10,13.8,haze
686,Saint-Pierre,NE,-21.3393,55.4781,84.2,61,0,10.36,light rain
687,Ostrovnoy,NE,68.0531,39.5131,11.14,94,100,11.59,overcast clouds
688,Taybad,NE,34.74,60.7756,57.92,31,100,13.35,overcast clouds
689,Shahumyan,NE,39.9385,44.5697,32.0,93,37,1.14,mist
690,Ketchikan,NE,55.3422,-131.6461,35.6,100,20,8.05,few clouds
691,Swan Hill,NE,-35.3378,143.5544,62.87,67,0,10.49,clear sky
692,Vidim,NE,56.4088,103.1106,-34.83,81,93,5.41,overcast clouds
693,Teknaf,NE,20.8624,92.3058,69.08,64,19,10.74,few clouds
694,Vestmannaeyjar,NE,63.4427,-20.2734,33.8,75,75,9.22,broken clouds
695,Port Moresby,NE,-9.4431,147.1797,75.2,94,75,11.5,moderate rain
696,Umm Lajj,NE,25.0213,37.2685,70.11,48,0,18.48,clear sky
697,Maua,NE,-23.6678,-46.4614,89.01,35,0,11.5,clear sky
698,Sheridan,NE,44.8333,-106.9173,28.99,74,75,4.61,broken clouds
699,Mazamari,NE,-11.3258,-74.5308,73.17,78,100,1.99,overcast clouds
700,Hearst,NE,49.6835,-83.6665,-4.0,84,10,2.3,clear sky
